Ticker,MarketCap,PE,Revenue,NetIncome,TotalAssets,TotalDebt,Symbol,Sector,ProfitMargin,ROA,DebtRatio,EarningsYield,LogMarketCap,SizeGroup,PM_z,ROA_z,Debt_z,FinancialStrengthScore
ABNB,84861206528,35.12407,12241000000.0,2511000000.0,22208000000.0,2067000000.0,ABNB,Consumer Discretionary,0.2051302998121068,0.1130673631123919,0.0930745677233429,0.0284705046994838,25.164282894484234,Large,0.30815541871158625,0.6510032124402617,-1.2767279384096728,2.235886569561521
META,1747831357440,29.324957,200966000000.0,60458000000.0,366021000000.0,83897000000.0,META,Communication Services,0.3008369574952977,0.1651763150201764,0.2292136243548867,0.0341006467630967,28.18939691107057,Large,0.9946802117270312,1.4375966105720777,-0.4831908052594851,2.915467627558594
AMZN,2694585253888,34.945606,716924000000.0,77670000000.0,818042000000.0,152987000000.0,AMZN,Consumer Discretionary,0.1083378433418326,0.094946225254938,0.1870160700795313,0.0286159009518965,28.62226541378529,Large,-0.3861580465404997,0.3774615869910578,-0.7291549471753643,0.7204584876259225
BMY,122851213312,17.390173,48195000000.0,7054000000.0,90038000000.0,47139000000.0,BMY,Health Care,0.1463637306774561,0.0783446989049068,0.5235456140740576,0.0575037407620959,25.534239812234382,Large,-0.11339003787455157,0.12685875297214713,1.2324326836579786,-1.218963968560383
ESS,17629028352,24.516348,1887345000.0,669666000.0,13159009000.0,6851756000.0,ESS,Real Estate,0.3548190712349888,0.0508903064052923,0.5206893619420733,0.0407891093730599,23.592812718507844,Smaller,1.3819057230843936,-0.2875699219344824,1.215783955626145,-0.12144815447623358
CTVA,54030577664,45.90857,17401000000.0,1094000000.0,42845000000.0,2580000000.0,CTVA,Materials,0.0628699500028734,0.025533901272027,0.0602170615007585,0.0217824253728661,24.71281597628697,Mid,-0.7123091923333549,-0.670329124489132,-1.4682501359000049,0.08561181907751791
SPG,78499995648,14.553987,6364505000.0,4627612000.0,40606466000.0,29186714000.0,SPG,Real Estate,0.727096922698623,0.1139624413510892,0.7187701091742384,0.0687096944637919,25.08636440629528,Mid,4.052336193724406,0.6645145690804164,2.3703712737700786,2.3464794890347433
FDS,8634110976,14.966559,2321748000.0,597040000.0,4304272000.0,1558509000.0,FDS,Financials,0.2571510775501906,0.1387087061412475,0.3620842270191103,0.0668156254219824,22.87898658736749,Smaller,0.6813118378539181,1.0380636004792314,0.2912949281290584,1.4280805102040912
AXON,32458510336,270.36914,2779536000.0,124656000.0,7000313000.0,1909664000.0,AXON,Industrials,0.0448477731535047,0.0178072037636031,0.272796944936605,0.0036986469683633,24.20322850568156,Mid,-0.8415862095305986,-0.7869649236555288,-0.2291492089438481,-1.3994019242422793
DAL,47119618048,10.470074,63364000000.0,5005000000.0,81317000000.0,20274000000.0,DAL,Industrials,0.0789880689350419,0.0615492455452119,0.2493205602764489,0.0955103087141504,24.575955270314616,Mid,-0.5966903991211377,-0.12667144189237936,-0.36599004977890087,-0.3573717912346162
